Applicant_ID,Age,Income,Loan_Amount,Credit_Score,Employment_Status,Past_Defaults,Risk_Label
4435,35,137749,17496,543,Employed,1,1
4436,38,118612,40794,762,Unemployed,2,1
4437,47,144018,42357,759,Employed,2,1
4438,34,27277,41401,778,Self-Employed,0,0
4439,41,98292,48885,481,Self-Employed,0,1
4440,36,102747,15693,395,Self-Employed,4,1
4441,31,100725,42618,668,Self-Employed,0,0
4442,34,57836,36184,431,Unemployed,4,1
4443,42,143291,32402,380,Unemployed,5,1
4444,30,58617,15469,587,Self-Employed,5,1
4445,46,139749,24582,459,Unemployed,1,1
4446,32,65677,17416,553,Unemployed,2,1
4447,40,88066,21421,554,Employed,5,1
4448,38,98617,31836,477,Employed,0,1
4449,56,93592,37433,540,Unemployed,5,1
4450,34,66009,28710,574,Unemployed,3,1
4451,22,95704,5615,383,Employed,3,1
4452,38,54368,46418,617,Unemployed,2,1
4453,39,80643,30318,554,Self-Employed,5,1
4454,40,128288,20373,495,Employed,5,1
4455,49,87157,44747,347,Unemployed,0,1
4456,49,59464,41239,481,Self-Employed,1,1
4457,32,94705,9181,636,Employed,1,0
4458,45,136762,45073,307,Self-Employed,2,1
4459,53,120646,24345,397,Employed,0,1
4460,41,91671,48850,469,Employed,4,1
4461,49,125099,23617,611,Unemployed,1,0
4462,36,79860,47288,561,Unemployed,5,1
4463,53,32349,46763,680,Unemployed,0,0
4464,47,120969,35838,525,Employed,4,1
4465,28,133020,10231,407,Self-Employed,2,1
4466,39,23749,25619,395,Self-Employed,2,1
4467,38,148423,38796,525,Unemployed,3,1
4468,23,113511,41358,604,Unemployed,0,0
4469,33,67822,12075,629,Self-Employed,0,0
4470,57,95821,47217,850,Unemployed,1,0
4471,25,135476,42880,339,Employed,1,1
4472,37,70975,39611,647,Unemployed,2,1
4473,63,72571,29302,309,Unemployed,1,1
4474,45,60903,33773,621,Self-Employed,3,1
4475,40,67502,35295,466,Self-Employed,5,1
4476,29,67314,38028,682,Employed,2,1
4477,36,105967,41766,850,Employed,4,1
4478,33,84679,42423,437,Unemployed,3,1
4479,64,116407,13704,367,Self-Employed,3,1
4480,50,119257,23147,316,Employed,5,1
4481,51,108594,44117,459,Self-Employed,0,1
4482,24,81819,28247,613,Employed,5,1
4483,45,89035,29819,672,Self-Employed,4,1
4484,57,43825,16661,641,Employed,1,0
4485,51,123416,25718,553,Self-Employed,2,1
4486,24,139838,25749,594,Self-Employed,2,1
4487,62,89708,18782,491,Self-Employed,5,1
4488,61,125893,18612,506,Unemployed,1,1
4489,45,88150,13737,756,Unemployed,1,0
4490,37,124075,43089,501,Unemployed,1,1
4491,32,73356,26996,803,Self-Employed,3,1
4492,21,138679,21776,337,Self-Employed,0,1
4493,42,107786,47320,703,Unemployed,0,0
4494,37,34606,38610,815,Self-Employed,1,0
4495,28,131814,14896,634,Unemployed,2,1
4496,39,78993,24759,741,Employed,4,1
4497,23,78854,42160,462,Unemployed,5,1
4498,51,39893,20670,725,Self-Employed,3,1
4499,26,39144,38901,673,Unemployed,4,1
4500,48,98867,38021,651,Unemployed,1,0
4501,54,105059,20248,331,Unemployed,0,1
4502,37,42507,39796,819,Employed,5,1
4503,21,37401,43028,607,Employed,0,0
4504,45,22402,10058,594,Unemployed,0,1
4505,28,107722,13205,347,Self-Employed,1,1
4506,46,35726,27658,582,Employed,0,1
4507,62,68929,12793,785,Self-Employed,1,0
4508,53,90188,15215,685,Unemployed,0,0
4509,47,148263,44149,507,Unemployed,3,1
4510,33,69753,13938,584,Unemployed,2,1
4511,50,122670,17500,479,Self-Employed,0,1
4512,23,39117,43798,836,Unemployed,3,1
4513,35,36049,44324,521,Employed,3,1
4514,49,145247,45371,413,Self-Employed,5,1
4515,51,37602,45316,684,Self-Employed,1,0
4516,62,134261,11260,808,Self-Employed,0,0
4517,62,98239,33918,604,Self-Employed,0,0
4518,47,57271,47074,722,Self-Employed,0,0
4519,57,129575,19412,790,Employed,3,1
4520,57,90299,42998,318,Employed,1,1
4521,23,108536,13174,522,Self-Employed,5,1
4522,31,94002,11873,601,Employed,4,1
4523,45,148449,12033,439,Unemployed,0,1
4524,38,90619,17064,603,Unemployed,0,0
4525,61,76833,15602,323,Employed,1,1
4526,52,139614,13168,497,Self-Employed,4,1
4527,39,56084,15173,622,Self-Employed,2,1
4528,24,91642,41145,846,Employed,2,1
4529,24,133111,17351,738,Employed,0,0
4530,41,105656,27030,816,Unemployed,0,0
4531,24,82733,13966,539,Self-Employed,5,1
4532,51,57082,25219,564,Employed,4,1
4533,40,48249,10780,498,Self-Employed,4,1
4534,41,48412,18765,421,Self-Employed,5,1
4535,33,80339,14296,753,Unemployed,0,0
4536,60,115897,6147,807,Employed,1,0
4537,25,120493,6479,487,Self-Employed,4,1
4538,25,143643,45510,412,Self-Employed,1,1
4539,53,92062,49864,418,Employed,3,1
4540,63,88862,39535,580,Employed,3,1
4541,63,128343,18752,525,Unemployed,3,1
4542,62,58925,38581,493,Self-Employed,1,1
4543,24,47993,27621,343,Self-Employed,3,1
4544,43,100056,27595,520,Unemployed,5,1
4545,40,121465,10405,757,Employed,4,1
4546,51,77160,7778,365,Employed,1,1
4547,34,62484,28476,346,Employed,5,1
4548,37,125282,9226,622,Employed,2,1
4549,32,72281,49080,724,Employed,0,0
4550,40,58924,42208,620,Self-Employed,3,1
4551,47,51653,17381,309,Unemployed,0,1
4552,53,52462,12125,556,Unemployed,3,1
4553,46,66412,32662,486,Unemployed,0,1
4554,65,69221,23904,778,Unemployed,1,0
4555,54,68242,15859,559,Unemployed,5,1
4556,45,73815,48882,359,Employed,4,1
4557,55,24925,29599,588,Self-Employed,4,1
4558,62,98822,41599,708,Unemployed,0,0
4559,64,56345,18774,434,Self-Employed,2,1
4560,35,39013,42841,621,Self-Employed,1,0
4561,64,74268,23722,494,Self-Employed,4,1
4562,37,113889,8156,681,Employed,0,0
4563,59,112100,40623,553,Employed,5,1
4564,64,39930,26505,432,Self-Employed,4,1
4565,61,127076,47588,788,Employed,4,1
4566,36,117664,16243,570,Unemployed,0,1
4567,49,73236,41162,504,Self-Employed,4,1
4568,46,148818,15393,634,Self-Employed,1,0
4569,62,52475,10317,841,Employed,1,0
4570,58,147401,19537,815,Self-Employed,4,1
4571,51,110992,11951,528,Employed,1,1
4572,45,37095,47972,484,Unemployed,5,1
4573,63,21391,28207,402,Employed,2,1
4574,38,143934,7173,438,Unemployed,1,1
4575,31,42924,41706,397,Employed,2,1
4576,25,141192,13390,807,Unemployed,5,1
4577,60,47752,42354,467,Self-Employed,3,1
4578,24,56849,48009,301,Unemployed,0,1
4579,54,77611,27254,835,Self-Employed,4,1
4580,37,99551,9672,605,Self-Employed,3,1
4581,34,27421,46004,359,Employed,2,1
4582,49,148137,5322,534,Self-Employed,1,1
4583,32,31039,25734,686,Self-Employed,0,0
4584,24,87827,28123,481,Self-Employed,4,1
4585,58,39248,34313,394,Self-Employed,2,1
4586,40,124722,48539,797,Unemployed,3,1
4587,35,32859,7297,412,Employed,3,1
4588,44,115748,31594,694,Self-Employed,2,1
4589,33,89769,14889,374,Self-Employed,3,1
4590,54,51281,20973,698,Self-Employed,5,1
4591,59,115485,45739,458,Employed,2,1
4592,32,51756,18636,502,Employed,1,1
4593,57,72253,45534,671,Self-Employed,4,1
4594,39,46191,17833,322,Employed,0,1
4595,29,111309,30588,568,Unemployed,5,1
4596,42,41729,25903,475,Unemployed,0,1
4597,38,45933,22010,477,Self-Employed,0,1
4598,21,51232,16514,711,Employed,4,1
4599,38,47338,47372,705,Unemployed,4,1
4600,58,43609,48631,378,Self-Employed,3,1
4601,28,123367,10318,646,Employed,3,1
4602,47,142048,15808,590,Employed,3,1
4603,29,112844,22078,385,Employed,2,1
4604,56,48171,9108,801,Unemployed,4,1
4605,59,74754,46421,571,Unemployed,3,1
4606,34,141018,33819,687,Unemployed,3,1
4607,52,81844,47634,626,Unemployed,0,0
4608,28,74141,41114,539,Self-Employed,5,1
4609,40,137928,46344,619,Unemployed,3,1
4610,37,25943,39368,678,Self-Employed,1,0
4611,41,107974,25137,747,Unemployed,0,0
4612,32,113196,27832,403,Employed,3,1
4613,65,45800,45996,750,Unemployed,3,1
4614,39,147364,45982,753,Unemployed,1,0
4615,39,109243,32721,550,Self-Employed,1,1
4616,47,28629,28482,595,Unemployed,2,1
4617,60,96970,9839,337,Unemployed,5,1
4618,52,66404,41882,379,Employed,2,1
4619,64,116501,29709,510,Employed,0,1
4620,30,92535,10838,415,Employed,4,1
4621,21,108185,13093,754,Employed,1,0
4622,25,102299,27010,579,Unemployed,5,1
4623,50,38845,14679,540,Unemployed,1,1
4624,27,129259,30994,585,Unemployed,5,1
4625,53,63362,11021,332,Employed,5,1
4626,60,45475,8871,521,Employed,2,1
4627,36,111829,21022,689,Employed,4,1
4628,49,144860,15050,820,Unemployed,5,1
4629,28,119611,46901,462,Self-Employed,0,1
4630,50,64850,22430,487,Unemployed,3,1
4631,33,43389,45137,313,Unemployed,1,1
4632,21,24773,7397,421,Self-Employed,3,1
4633,31,87162,42190,448,Employed,0,1
4634,64,77654,9251,548,Self-Employed,0,1
4635,33,74400,32228,491,Employed,5,1
4636,36,94868,40869,485,Unemployed,3,1
4637,56,145330,34552,723,Unemployed,2,1
4638,38,104553,7165,684,Unemployed,4,1
4639,35,62624,31243,457,Self-Employed,4,1
4640,49,117181,10428,774,Self-Employed,5,1
4641,27,118994,29058,528,Self-Employed,4,1
4642,33,26912,22903,425,Employed,0,1
4643,36,79122,28290,765,Self-Employed,4,1
4644,48,115780,26727,390,Unemployed,1,1
4645,45,60864,35875,605,Employed,4,1
4646,28,31445,38068,790,Employed,4,1
4647,46,45819,15108,757,Employed,5,1
4648,53,71625,37644,474,Employed,0,1
4649,39,117524,14202,548,Unemployed,0,1
4650,47,89195,11065,423,Self-Employed,3,1
4651,39,21641,42393,545,Employed,3,1
4652,26,47185,40397,790,Unemployed,1,0
4653,32,44407,34578,508,Unemployed,0,1
4654,44,85277,25390,701,Unemployed,1,0
4655,53,127863,38312,659,Self-Employed,5,1
4656,40,112564,11326,677,Unemployed,3,1
4657,21,50318,40327,343,Self-Employed,0,1
4658,47,130473,20835,357,Employed,3,1
4659,63,95446,15909,301,Unemployed,3,1
4660,60,38530,11855,603,Unemployed,5,1
4661,44,25295,43616,343,Self-Employed,3,1
4662,45,100215,18684,553,Employed,5,1
4663,38,123426,6468,777,Employed,4,1
4664,49,114414,42160,310,Employed,2,1
4665,57,63196,26564,650,Self-Employed,0,0
4666,34,144117,35032,555,Self-Employed,5,1
4667,26,24774,12146,532,Unemployed,0,1
4668,38,139737,20294,349,Self-Employed,5,1
4669,52,139820,34912,533,Unemployed,2,1
4670,39,85966,10013,344,Unemployed,1,1
4671,30,41302,23668,733,Unemployed,0,0
4672,47,45013,21034,802,Unemployed,1,0
4673,43,33190,6626,735,Employed,5,1
4674,27,128503,9170,635,Self-Employed,2,1
4675,49,134390,48914,469,Unemployed,4,1
4676,48,100622,33897,541,Self-Employed,5,1
4677,41,120616,14870,536,Self-Employed,0,1
4678,28,70949,8090,540,Self-Employed,2,1
4679,51,54813,9205,835,Self-Employed,2,1
4680,41,20594,28495,309,Employed,4,1
4681,56,47634,38778,453,Employed,4,1
4682,48,80267,40219,384,Self-Employed,0,1
4683,54,74365,32945,385,Unemployed,3,1
4684,60,55513,23041,368,Employed,4,1
4685,31,125779,19980,372,Unemployed,5,1
4686,27,69129,44051,367,Unemployed,4,1
4687,32,126608,39624,555,Employed,4,1
4688,25,63823,30723,592,Self-Employed,5,1
4689,55,102153,34024,424,Self-Employed,4,1
4690,22,45669,42163,521,Self-Employed,2,1
4691,43,73282,8509,750,Unemployed,1,0
4692,49,82140,28258,799,Employed,3,1
4693,21,58780,30417,353,Employed,0,1
4694,28,72554,38703,823,Self-Employed,1,0
4695,65,105924,17929,768,Self-Employed,4,1
4696,35,81959,20652,404,Self-Employed,4,1
4697,38,32160,22303,563,Unemployed,1,1
4698,54,35517,29192,817,Self-Employed,2,1
4699,45,119836,34426,439,Unemployed,4,1
4700,50,45029,41158,839,Self-Employed,4,1
4701,36,147849,45254,809,Self-Employed,2,1
4702,36,73454,15159,619,Self-Employed,2,1
4703,33,148714,46054,837,Unemployed,1,0
4704,44,84779,12587,796,Unemployed,0,0
4705,60,107006,19002,579,Self-Employed,2,1
4706,56,130656,31721,695,Unemployed,5,1
4707,52,118226,12899,746,Unemployed,5,1
4708,28,35623,41119,476,Self-Employed,1,1
4709,48,113451,5499,712,Employed,5,1
4710,28,79894,40749,394,Self-Employed,5,1
4711,32,147822,48077,367,Unemployed,5,1
4712,41,49729,15632,363,Unemployed,4,1
4713,34,47748,47074,423,Employed,5,1
4714,26,128645,20706,726,Self-Employed,2,1
4715,60,121865,37034,732,Unemployed,2,1
4716,44,59528,37444,604,Employed,1,0
4717,35,140406,32597,441,Employed,3,1
4718,30,26375,20509,520,Self-Employed,0,1
4719,65,115630,28440,608,Self-Employed,2,1
4720,28,123946,28792,530,Unemployed,5,1
4721,51,143781,49630,652,Employed,2,1
4722,34,35530,40236,311,Self-Employed,5,1
4723,35,40044,31096,502,Employed,2,1
4724,61,71061,28082,676,Employed,1,0
4725,64,93448,41804,549,Self-Employed,5,1
4726,63,147965,11567,504,Employed,4,1
4727,61,115756,13926,479,Self-Employed,1,1
4728,29,133438,14165,572,Self-Employed,5,1
4729,63,89272,26978,842,Employed,5,1
4730,41,112912,18812,787,Self-Employed,3,1
4731,50,28961,11005,571,Self-Employed,2,1
4732,54,22078,23629,829,Employed,5,1
4733,65,90891,42067,638,Unemployed,3,1
4734,47,79150,23486,719,Unemployed,0,0
4735,58,31707,10260,362,Unemployed,5,1
4736,23,29150,43855,601,Unemployed,0,0
4737,51,38960,30267,502,Employed,5,1
4738,52,61211,32397,423,Self-Employed,3,1
4739,38,56453,46406,831,Unemployed,0,0
4740,29,80104,39650,356,Self-Employed,5,1
4741,22,56550,35368,303,Self-Employed,4,1
4742,47,127799,11453,809,Unemployed,3,1
4743,52,60100,47812,826,Self-Employed,3,1
4744,55,134565,35146,582,Self-Employed,0,1
4745,30,145807,9247,317,Employed,5,1
4746,46,108045,47906,545,Employed,5,1
4747,21,77740,15970,367,Employed,1,1
4748,44,133351,49858,777,Self-Employed,5,1
4749,50,62527,23163,331,Unemployed,3,1
4750,43,70733,29938,561,Employed,3,1
4751,25,68082,19875,368,Unemployed,0,1
4752,59,110019,16043,588,Employed,3,1
4753,62,119956,40669,593,Unemployed,5,1
4754,56,77887,11796,431,Self-Employed,5,1
4755,49,83514,34479,383,Employed,4,1
4756,61,88031,44256,836,Employed,4,1
4757,55,55535,38499,368,Self-Employed,5,1
4758,59,112255,23196,532,Unemployed,4,1
4759,47,87122,20152,696,Self-Employed,0,0
4760,29,47493,9928,316,Unemployed,5,1
4761,31,33078,40223,319,Employed,2,1
4762,50,75859,22303,455,Unemployed,1,1
4763,55,88557,43777,837,Unemployed,1,0
4764,45,66157,42772,836,Unemployed,5,1
4765,58,120323,39016,668,Self-Employed,2,1
4766,25,119029,31891,491,Self-Employed,1,1
4767,29,45225,47777,479,Employed,3,1
4768,63,145855,35600,387,Self-Employed,0,1
4769,46,40645,48094,524,Self-Employed,2,1
4770,24,90690,36735,813,Employed,2,1
4771,44,85147,13943,709,Self-Employed,1,0
4772,60,134962,45045,352,Self-Employed,4,1
4773,29,46113,25103,590,Unemployed,0,1
4774,30,118318,9324,688,Employed,2,1
4775,64,113027,29120,738,Unemployed,1,0
4776,62,53376,37467,650,Unemployed,1,0
4777,53,117682,23252,594,Employed,4,1
4778,29,71362,24895,787,Employed,4,1
4779,52,148085,19667,425,Employed,3,1
4780,57,136826,35249,545,Employed,4,1
4781,27,58928,46263,401,Employed,5,1
4782,65,20117,37057,621,Unemployed,5,1
4783,56,93997,19696,834,Unemployed,4,1
4784,33,25395,41817,715,Self-Employed,2,1
4785,51,44433,23461,569,Self-Employed,2,1
4786,34,84680,36853,328,Self-Employed,0,1
4787,65,107022,23392,616,Employed,2,1
4788,26,25066,11277,752,Unemployed,0,0
4789,31,90137,31448,404,Unemployed,2,1
4790,28,45446,38578,507,Self-Employed,3,1
4791,43,69601,14442,721,Employed,5,1
4792,46,87787,25028,581,Self-Employed,1,1
4793,64,52364,17542,650,Self-Employed,0,0
4794,37,98471,29991,515,Self-Employed,5,1
4795,23,90628,26071,503,Self-Employed,3,1
4796,35,84896,29180,680,Self-Employed,5,1
4797,46,112394,31363,769,Employed,0,0
4798,22,115063,42061,515,Unemployed,1,1
4799,29,69654,19083,325,Employed,5,1
4800,33,31865,29034,414,Self-Employed,4,1
4801,34,135570,39203,691,Self-Employed,5,1
4802,55,118102,32348,479,Unemployed,4,1
4803,44,128528,21049,702,Self-Employed,3,1
4804,44,85649,22195,672,Self-Employed,2,1
4805,45,148534,7376,448,Self-Employed,4,1
4806,51,46420,40673,466,Unemployed,0,1
4807,39,124991,9251,480,Self-Employed,5,1
4808,23,25553,33684,344,Employed,5,1
4809,36,69313,18514,421,Unemployed,5,1
4810,57,77588,15760,426,Employed,5,1
4811,50,135320,25288,844,Employed,5,1
4812,35,120540,34639,814,Employed,5,1
4813,64,61254,14868,329,Self-Employed,1,1
4814,47,106668,15273,618,Unemployed,0,0
4815,33,124409,24769,484,Employed,0,1
4816,37,66810,41552,782,Self-Employed,0,0
4817,44,73025,8556,824,Unemployed,4,1
4818,38,75357,7742,655,Self-Employed,2,1
4819,46,89806,44366,379,Employed,0,1
4820,40,146735,7220,643,Unemployed,5,1
4821,65,128449,25716,484,Employed,0,1
4822,45,88394,33831,435,Unemployed,2,1
4823,60,132221,29141,714,Self-Employed,3,1
4824,27,75722,26405,646,Unemployed,0,0
4825,40,48784,20393,841,Unemployed,0,0
4826,52,102698,36027,810,Employed,0,0
4827,48,75972,27940,318,Employed,5,1
4828,24,105159,29524,491,Unemployed,0,1
4829,55,76990,21039,336,Self-Employed,0,1
4830,42,78850,39474,424,Unemployed,5,1
4831,46,129625,49670,554,Employed,3,1
4832,30,127693,26044,817,Employed,2,1
4833,44,98932,6768,832,Self-Employed,2,1
4834,23,56238,6800,467,Self-Employed,1,1
4835,44,120595,42370,563,Self-Employed,4,1
4836,45,133639,32708,304,Self-Employed,5,1
4837,56,147313,47111,694,Self-Employed,4,1
4838,61,141563,42803,352,Employed,2,1
4839,29,139453,19932,848,Self-Employed,3,1
4840,49,146832,12370,598,Self-Employed,0,1
4841,64,80695,27782,840,Unemployed,3,1
4842,52,80944,28675,500,Self-Employed,4,1
4843,53,119513,37016,525,Employed,4,1
4844,26,111740,13359,631,Unemployed,3,1
4845,39,75593,27976,486,Unemployed,3,1
4846,49,37797,18184,621,Employed,5,1
4847,29,30255,8433,514,Employed,5,1
4848,56,87590,15377,430,Employed,2,1
4849,61,39168,29238,772,Employed,0,0
4850,54,147395,37369,824,Unemployed,5,1
4851,62,29053,35131,733,Self-Employed,5,1
4852,39,87673,23574,393,Unemployed,2,1
4853,39,21398,11718,775,Self-Employed,0,0
4854,30,79268,47695,365,Unemployed,2,1
4855,41,60018,32490,557,Unemployed,2,1
4856,41,82201,42218,554,Employed,0,1
4857,40,94067,21944,548,Employed,5,1
4858,56,63478,41858,647,Employed,4,1
4859,47,140153,18940,313,Self-Employed,1,1
4860,49,146745,29215,675,Unemployed,2,1
4861,49,99104,29894,810,Unemployed,4,1
4862,48,62819,37052,306,Unemployed,3,1
4863,39,74548,31389,411,Self-Employed,1,1
4864,32,46011,8214,718,Employed,5,1
4865,50,70777,30999,678,Self-Employed,2,1
4866,23,93310,42842,728,Employed,0,0
4867,52,59740,41143,576,Unemployed,0,1
4868,59,108621,42901,778,Unemployed,5,1
4869,44,91979,30181,376,Self-Employed,2,1
4870,50,87646,29290,805,Unemployed,3,1
4871,42,57422,23151,534,Unemployed,5,1
4872,53,123385,33446,766,Self-Employed,0,0
4873,58,57164,20675,379,Unemployed,5,1
4874,50,131682,5767,401,Self-Employed,3,1
4875,57,118183,20495,823,Self-Employed,2,1
4876,61,135689,6431,737,Unemployed,1,0
4877,30,37936,17340,324,Unemployed,1,1
4878,21,107790,21538,496,Unemployed,1,1
4879,40,23435,16794,530,Self-Employed,3,1
4880,25,71469,8672,341,Unemployed,0,1
4881,42,133210,43246,485,Employed,4,1
4882,37,82677,21810,368,Self-Employed,0,1
4883,38,35804,14691,510,Employed,5,1
4884,41,145908,14350,686,Self-Employed,5,1
4885,34,108254,17278,526,Employed,4,1
4886,35,99389,30264,762,Unemployed,5,1
4887,60,106677,10814,838,Self-Employed,3,1
4888,34,56488,46426,809,Employed,4,1
4889,51,55069,20215,761,Self-Employed,4,1
4890,47,97449,40094,343,Employed,0,1
4891,48,54633,49527,520,Unemployed,0,1
4892,60,47453,18170,646,Unemployed,2,1
4893,41,112617,29973,773,Employed,3,1
4894,22,46298,21206,548,Self-Employed,5,1
4895,56,82059,19516,658,Employed,2,1
4896,57,107334,6037,423,Employed,3,1
4897,62,110950,42528,733,Employed,1,0
4898,62,125917,12787,454,Employed,0,1
4899,33,69814,45474,639,Self-Employed,1,0
4900,28,23771,9720,502,Employed,0,1
4901,44,90299,9241,546,Self-Employed,4,1
4902,52,62535,11733,417,Employed,1,1
4903,27,51018,41510,708,Self-Employed,3,1
4904,26,74756,38677,603,Self-Employed,1,0
4905,23,149624,36286,447,Unemployed,2,1
4906,58,103863,27314,306,Unemployed,1,1
4907,22,111014,45311,786,Self-Employed,1,0
4908,43,132348,47290,662,Self-Employed,0,0
4909,40,132178,12671,608,Self-Employed,1,0
4910,36,137783,13985,691,Unemployed,5,1
4911,36,113578,41821,300,Unemployed,1,1
4912,47,58826,35189,609,Employed,2,1
4913,49,121387,36767,761,Self-Employed,5,1
4914,37,74390,17582,718,Self-Employed,3,1
4915,41,110634,21770,799,Unemployed,4,1
4916,46,133870,22855,503,Self-Employed,5,1
4917,43,129068,41399,401,Unemployed,4,1
4918,52,88632,25908,821,Employed,1,0
4919,38,74923,30576,314,Employed,0,1
4920,62,38685,33465,567,Unemployed,2,1
4921,26,36864,15889,689,Employed,2,1
4922,61,146072,35606,510,Unemployed,2,1
4923,55,148185,6962,430,Self-Employed,5,1
4924,51,116991,16206,587,Employed,3,1
4925,42,97100,12981,449,Self-Employed,5,1
4926,38,50717,19734,663,Unemployed,3,1
4927,34,53802,49485,711,Unemployed,0,0
4928,23,123876,48919,636,Unemployed,2,1
4929,23,123294,21842,471,Self-Employed,3,1
4930,43,107148,23272,547,Employed,2,1
4931,53,62089,31196,437,Self-Employed,0,1
4932,60,100467,17605,800,Self-Employed,4,1
4933,65,31638,22457,471,Unemployed,0,1
4934,43,144213,31981,474,Unemployed,1,1
4935,31,48160,31871,818,Unemployed,0,0
4936,26,23700,10647,820,Unemployed,1,0
4937,50,39736,38603,803,Self-Employed,2,1
4938,50,94794,33669,369,Self-Employed,4,1
4939,54,68494,23075,431,Self-Employed,0,1
4940,26,96941,22081,659,Employed,5,1
4941,21,45727,27807,845,Unemployed,4,1
4942,58,98618,31101,699,Unemployed,5,1
4943,40,102191,37175,684,Unemployed,1,0
4944,60,145051,30055,699,Self-Employed,1,0
4945,25,95839,6474,766,Employed,2,1
4946,38,73370,10618,647,Unemployed,2,1
4947,29,26267,35571,527,Unemployed,0,1
4948,62,57331,10726,721,Unemployed,0,0
4949,33,104228,25556,348,Self-Employed,5,1
4950,47,114744,27195,344,Employed,0,1
4951,40,52359,44081,599,Self-Employed,0,1
4952,29,122912,42503,768,Unemployed,3,1
4953,51,113868,34721,359,Self-Employed,0,1
4954,65,80996,23039,648,Self-Employed,2,1
4955,55,42466,22384,397,Employed,2,1
4956,56,55692,28866,600,Unemployed,3,1
4957,62,42141,14364,504,Employed,2,1
4958,25,41248,15993,621,Self-Employed,4,1
4959,60,85433,42650,413,Employed,3,1
4960,27,95775,12401,659,Self-Employed,5,1
4961,52,121823,23159,830,Self-Employed,1,0
4962,23,80963,18253,431,Self-Employed,1,1
4963,35,95962,14053,613,Unemployed,5,1
4964,42,149797,8382,479,Self-Employed,2,1
4965,53,100503,31227,747,Self-Employed,4,1
4966,24,106815,13496,487,Employed,0,1
4967,59,74019,25329,452,Unemployed,4,1
4968,60,70044,40145,729,Unemployed,0,0
4969,49,83836,49932,562,Employed,4,1
4970,55,138892,5978,673,Unemployed,5,1
4971,39,113370,34663,689,Self-Employed,0,0
4972,65,89969,10057,451,Self-Employed,1,1
4973,45,115346,5025,761,Self-Employed,4,1
4974,37,35342,41197,321,Unemployed,4,1
4975,41,89917,26368,607,Self-Employed,1,0
4976,38,102523,19572,755,Unemployed,1,0
4977,35,117934,41885,540,Unemployed,1,1
4978,55,65460,23386,756,Self-Employed,5,1
4979,61,33143,10701,676,Self-Employed,5,1
4980,29,59228,47767,795,Unemployed,3,1
4981,56,94245,36993,781,Employed,2,1
4982,28,84847,10357,612,Unemployed,3,1
4983,40,46085,16889,733,Unemployed,1,0
4984,39,122182,10956,564,Self-Employed,3,1
4985,38,55596,17882,514,Unemployed,0,1
4986,39,101467,23940,473,Unemployed,0,1
4987,46,60325,7444,758,Self-Employed,2,1
4988,48,76301,22015,797,Employed,5,1
4989,47,114047,24030,348,Self-Employed,3,1
4990,62,36782,29189,535,Unemployed,4,1
4991,49,109864,26505,504,Unemployed,4,1
4992,45,55648,46656,413,Self-Employed,4,1
4993,29,50893,36595,381,Self-Employed,3,1
4994,40,129432,8149,337,Unemployed,1,1
4995,35,58939,32192,623,Unemployed,5,1
4996,48,110931,41526,754,Self-Employed,2,1
4997,31,95424,45602,617,Self-Employed,2,1
4998,61,57213,17742,518,Unemployed,0,1
4999,50,107781,33971,592,Self-Employed,4,1
5000,38,72096,29362,406,Self-Employed,1,1
5001,64,54853,28725,807,Unemployed,0,0
5002,27,130469,21842,482,Unemployed,0,1
5003,29,31669,40821,423,Self-Employed,5,1
5004,26,38756,15408,657,Unemployed,2,1
5005,35,108693,18840,382,Self-Employed,1,1
5006,58,55700,45482,305,Employed,4,1
5007,27,40496,40159,809,Self-Employed,1,0
5008,32,49290,46387,527,Employed,2,1
5009,41,112655,11054,612,Self-Employed,2,1
5010,30,130366,6292,732,Self-Employed,0,0
5011,51,106002,43645,302,Employed,5,1
5012,63,56561,35409,797,Employed,5,1
5013,34,51948,20626,799,Unemployed,4,1
5014,49,144693,47258,412,Employed,4,1
5015,37,78323,5130,473,Self-Employed,1,1
5016,30,59137,14962,577,Self-Employed,1,1
5017,22,31751,36809,390,Employed,4,1
5018,29,54357,25666,657,Self-Employed,2,1
5019,40,126740,49589,349,Self-Employed,3,1
5020,57,93452,49748,570,Employed,4,1
5021,41,131880,40710,369,Unemployed,0,1
5022,55,42375,24562,700,Self-Employed,2,1
5023,63,133123,40499,754,Unemployed,0,0
5024,29,127027,43764,445,Unemployed,0,1
5025,33,41383,11070,811,Employed,2,1
5026,30,95454,17382,331,Self-Employed,3,1
5027,40,111103,18239,432,Unemployed,4,1
5028,48,132546,34407,534,Unemployed,5,1
5029,47,107466,21961,391,Employed,4,1
5030,24,108311,27239,523,Unemployed,4,1
5031,33,141098,16364,644,Employed,0,0
5032,33,37973,5385,555,Employed,5,1
5033,52,48989,31925,518,Employed,0,1
5034,36,115197,8809,435,Self-Employed,1,1
5035,51,24276,44901,378,Employed,2,1
5036,52,104861,10750,477,Self-Employed,1,1
5037,57,125014,29664,305,Employed,2,1
5038,36,142580,44709,712,Employed,4,1
5039,62,124433,25703,725,Self-Employed,0,0
5040,59,126043,43441,641,Unemployed,0,0
5041,24,24101,47333,363,Unemployed,0,1
5042,21,148483,46161,314,Unemployed,0,1
5043,53,104616,37925,826,Unemployed,0,0
5044,35,94223,35475,600,Employed,5,1
5045,29,62964,44715,398,Unemployed,0,1
5046,32,34185,44837,746,Unemployed,3,1
